Source,Higher order category,Category definition,Metric dimension,Metric / Prompt definition,Metric code,Evaluation Type,Unit of observation,Dataset,Subject,Scale,Evaluation method,Judge Model
"(LearnLM, 2025)",Arena-based ranking,n/a,n/a,Direct win rate,Overall Rating,Tutor,Head-to-head,Conversations between educators roleplaying as learners and LLM,Core academic subjects,Pairwise preference,n/a,n/a
"(LearnLM, 2025)",Arena-based ranking,n/a,n/a,ELO (Bradley-Terry model),Overall Rating,Tutor,Head-to-head,Conversations between educators roleplaying as learners and LLM,Core academic subjects,ELO rating,n/a,n/a
"(Srinivasa et al., 2025) – TutorBench",Evaluation dimensions,n/a,Instruction following,Criterion checks for adherence to system instructions and prompt instructions,Alignment to Constraints,Tutor,Sample-specific evaluation rubric with weighted criterion,"1,490 Human-expert-curated high-school and AP curricula samples","High school and AP tutoring tasks: Adaptive explanation generation, Assessment and feedback, Active learning support",Criterion pass/fail,"LLM-judge, human expert judge validation",Gemini 2.5 Pro; GPT-5; o3 Pro; o3 Medium Effort; o3 High Effort; Claude Opus 4.1 (Thinking); Claude Opus 4 (Thinking); Claude Opus 4.1; Claude 3.7 Sonnet (Thinking); Claude Opus 4; Llama 4 Maverick; GPT-4o; gpt-oss-120b; gpt-oss-20b; DeepSeek-R1
"(Srinivasa et al., 2025) – TutorBench",Evaluation dimensions,n/a,Truthfulness,"Criterion checks for factual accuracy, capturing the “precision” of the model, and does not penalize missed content, incorrect formatting",Accuracy,Tutor,Sample-specific evaluation rubric with weighted criterion,"1,490 Human-expert-curated high-school and AP curricula samples","High school and AP tutoring tasks: Adaptive explanation generation, Assessment and feedback, Active learning support",Criterion pass/fail,"LLM-judge, human expert judge validation",Gemini 2.5 Pro; GPT-5; o3 Pro; o3 Medium Effort; o3 High Effort; Claude Opus 4.1 (Thinking); Claude Opus 4 (Thinking); Claude Opus 4.1; Claude 3.7 Sonnet (Thinking); Claude Opus 4; Llama 4 Maverick; GPT-4o; gpt-oss-120b; gpt-oss-20b; DeepSeek-R1
"(Srinivasa et al., 2025) – TutorBench",Evaluation dimensions,n/a,Conciseness and Relevance,"Criterion checks for how direct, on-topic, and efficient the content is.",Alignment to Constraints,Tutor,Sample-specific evaluation rubric with weighted criterion,"1,490 Human-expert-curated high-school and AP curricula samples","High school and AP tutoring tasks: Adaptive explanation generation, Assessment and feedback, Active learning support",Criterion pass/fail,"LLM-judge, human expert judge validation",Gemini 2.5 Pro; GPT-5; o3 Pro; o3 Medium Effort; o3 High Effort; Claude Opus 4.1 (Thinking); Claude Opus 4 (Thinking); Claude Opus 4.1; Claude 3.7 Sonnet (Thinking); Claude Opus 4; Llama 4 Maverick; GPT-4o; gpt-oss-120b; gpt-oss-20b; DeepSeek-R1
"(Srinivasa et al., 2025) – TutorBench",Evaluation dimensions,n/a,Style and Tone,"Criterion checks for clarity, fluency, and appropriateness of tone",Affect and Relational Support,Tutor,Sample-specific evaluation rubric with weighted criterion,"1,490 Human-expert-curated high-school and AP curricula samples","High school and AP tutoring tasks: Adaptive explanation generation, Assessment and feedback, Active learning support",Criterion pass/fail,"LLM-judge, human expert judge validation",Gemini 2.5 Pro; GPT-5; o3 Pro; o3 Medium Effort; o3 High Effort; Claude Opus 4.1 (Thinking); Claude Opus 4 (Thinking); Claude Opus 4.1; Claude 3.7 Sonnet (Thinking); Claude Opus 4; Llama 4 Maverick; GPT-4o; gpt-oss-120b; gpt-oss-20b; DeepSeek-R1
"(Srinivasa et al., 2025) – TutorBench",Evaluation dimensions,n/a,Visual Perception,Criterion checks whether the model correctly identifies the content from the image required to solve the problem.,OUT OF SCOPE,Tutor,Sample-specific evaluation rubric with weighted criterion,"1,490 Human-expert-curated high-school and AP curricula samples","High school and AP tutoring tasks: Adaptive explanation generation, Assessment and feedback, Active learning support",Criterion pass/fail,"LLM-judge, human expert judge validation",Gemini 2.5 Pro; GPT-5; o3 Pro; o3 Medium Effort; o3 High Effort; Claude Opus 4.1 (Thinking); Claude Opus 4 (Thinking); Claude Opus 4.1; Claude 3.7 Sonnet (Thinking); Claude Opus 4; Llama 4 Maverick; GPT-4o; gpt-oss-120b; gpt-oss-20b; DeepSeek-R1
"(Srinivasa et al., 2025) – TutorBench",Evaluation dimensions,n/a,Visual Reasoning,"Criterion checks whether the model correctly reasons based on the provided image. If the reasoning does not depend on the image, this tag is not used.",OUT OF SCOPE,Tutor,Sample-specific evaluation rubric with weighted criterion,"1,490 Human-expert-curated high-school and AP curricula samples","High school and AP tutoring tasks: Adaptive explanation generation, Assessment and feedback, Active learning support",Criterion pass/fail,"LLM-judge, human expert judge validation",Gemini 2.5 Pro; GPT-5; o3 Pro; o3 Medium Effort; o3 High Effort; Claude Opus 4.1 (Thinking); Claude Opus 4 (Thinking); Claude Opus 4.1; Claude 3.7 Sonnet (Thinking); Claude Opus 4; Llama 4 Maverick; GPT-4o; gpt-oss-120b; gpt-oss-20b; DeepSeek-R1
"(Srinivasa et al., 2025) – TutorBench",Evaluation dimensions,n/a,Student-level calibration,Criterion checks if the model response accounts for the explicit/ implicit knowledge level of the student.,Adaptivity,Tutor,Sample-specific evaluation rubric with weighted criterion,"1,490 Human-expert-curated high-school and AP curricula samples","High school and AP tutoring tasks: Adaptive explanation generation, Assessment and feedback, Active learning support",Criterion pass/fail,"LLM-judge, human expert judge validation",Gemini 2.5 Pro; GPT-5; o3 Pro; o3 Medium Effort; o3 High Effort; Claude Opus 4.1 (Thinking); Claude Opus 4 (Thinking); Claude Opus 4.1; Claude 3.7 Sonnet (Thinking); Claude Opus 4; Llama 4 Maverick; GPT-4o; gpt-oss-120b; gpt-oss-20b; DeepSeek-R1
"(Srinivasa et al., 2025) – TutorBench",Evaluation dimensions,n/a,Emotional component calibration,"Criterion checks if the model pays attention to a student’s enthusiasm, frustrations, overwhelm, confusion, and other emotional cues mentioned in the prompt.",Affect and Relational Support,Tutor,Sample-specific evaluation rubric with weighted criterion,"1,490 Human-expert-curated high-school and AP curricula samples","High school and AP tutoring tasks: Adaptive explanation generation, Assessment and feedback, Active learning support",Criterion pass/fail,"LLM-judge, human expert judge validation",Gemini 2.5 Pro; GPT-5; o3 Pro; o3 Medium Effort; o3 High Effort; Claude Opus 4.1 (Thinking); Claude Opus 4 (Thinking); Claude Opus 4.1; Claude 3.7 Sonnet (Thinking); Claude Opus 4; Llama 4 Maverick; GPT-4o; gpt-oss-120b; gpt-oss-20b; DeepSeek-R1
"(Srinivasa et al., 2025) – TutorBench",Tutoring skills,n/a,n/a,Stating definitions/formulae/theorems/laws,Accuracy,Tutor,Average pass/fail on tags,600 human expert written rubric criteria,High school and AP curricula,0-100%,"Human expert rubric creation, LLM tagged rubric criteria with skill label",gpt-5-2025-08-07; gemini-2.5-pro-preview-06-05; o3-pro-2025-06-10; o3-2025-04-16-medium; o3-2025-04-16-high; claude-3-7-sonnet-thinking; claude-opus-4-1-20250805-thinking; claude-4-opus-20250514-thinking; claude-opus-4-20250514; claude-opus-4-1-20250805_anthropic
"(Srinivasa et al., 2025) – TutorBench",Tutoring skills,n/a,n/a,Identifying correct steps by student,Adaptivity,Tutor,Average pass/fail on tags,600 human expert written rubric criteria,High school and AP curricula,0-100%,"Human expert rubric creation, LLM tagged rubric criteria with skill label",gpt-5-2025-08-07; gemini-2.5-pro-preview-06-05; o3-pro-2025-06-10; o3-2025-04-16-medium; o3-2025-04-16-high; claude-3-7-sonnet-thinking; claude-opus-4-1-20250805-thinking; claude-4-opus-20250514-thinking; claude-opus-4-20250514; claude-opus-4-1-20250805_anthropic
"(Srinivasa et al., 2025) – TutorBench",Tutoring skills,n/a,n/a,Identifying core difficulty/misconception attribution,Mistake Handling,Tutor,Average pass/fail on tags,600 human expert written rubric criteria,High school and AP curricula,0-100%,"Human expert rubric creation, LLM tagged rubric criteria with skill label",gpt-5-2025-08-07; gemini-2.5-pro-preview-06-05; o3-pro-2025-06-10; o3-2025-04-16-medium; o3-2025-04-16-high; claude-3-7-sonnet-thinking; claude-opus-4-1-20250805-thinking; claude-4-opus-20250514-thinking; claude-opus-4-20250514; claude-opus-4-1-20250805_anthropic
"(Srinivasa et al., 2025) – TutorBench",Tutoring skills,n/a,n/a,Identifying incorrect steps by student,Mistake Handling,Tutor,Average pass/fail on tags,600 human expert written rubric criteria,High school and AP curricula,0-100%,"Human expert rubric creation, LLM tagged rubric criteria with skill label",gpt-5-2025-08-07; gemini-2.5-pro-preview-06-05; o3-pro-2025-06-10; o3-2025-04-16-medium; o3-2025-04-16-high; claude-3-7-sonnet-thinking; claude-opus-4-1-20250805-thinking; claude-4-opus-20250514-thinking; claude-opus-4-20250514; claude-opus-4-1-20250805_anthropic
"(Srinivasa et al., 2025) – TutorBench",Tutoring skills,n/a,n/a,Step by step help/analysis,Instructional Support,Tutor,Average pass/fail on tags,600 human expert written rubric criteria,High school and AP curricula,0-100%,"Human expert rubric creation, LLM tagged rubric criteria with skill label",gpt-5-2025-08-07; gemini-2.5-pro-preview-06-05; o3-pro-2025-06-10; o3-2025-04-16-medium; o3-2025-04-16-high; claude-3-7-sonnet-thinking; claude-opus-4-1-20250805-thinking; claude-4-opus-20250514-thinking; claude-opus-4-20250514; claude-opus-4-1-20250805_anthropic
"(Srinivasa et al., 2025) – TutorBench",Tutoring skills,n/a,n/a,Asks questions to guide students,Instructional Support,Tutor,Average pass/fail on tags,600 human expert written rubric criteria,High school and AP curricula,0-100%,"Human expert rubric creation, LLM tagged rubric criteria with skill label",gpt-5-2025-08-07; gemini-2.5-pro-preview-06-05; o3-pro-2025-06-10; o3-2025-04-16-medium; o3-2025-04-16-high; claude-3-7-sonnet-thinking; claude-opus-4-1-20250805-thinking; claude-4-opus-20250514-thinking; claude-opus-4-20250514; claude-opus-4-1-20250805_anthropic
"(Srinivasa et al., 2025) – TutorBench",Tutoring skills,n/a,n/a,Includes examples/analogy,Instructional Support,Tutor,Average pass/fail on tags,600 human expert written rubric criteria,High school and AP curricula,0-100%,"Human expert rubric creation, LLM tagged rubric criteria with skill label",gpt-5-2025-08-07; gemini-2.5-pro-preview-06-05; o3-pro-2025-06-10; o3-2025-04-16-medium; o3-2025-04-16-high; claude-3-7-sonnet-thinking; claude-opus-4-1-20250805-thinking; claude-4-opus-20250514-thinking; claude-opus-4-20250514; claude-opus-4-1-20250805_anthropic
"(Srinivasa et al., 2025) – TutorBench",Tutoring skills,n/a,n/a,Provides alternative solutions/paths,Instructional Support,Tutor,Average pass/fail on tags,600 human expert written rubric criteria,High school and AP curricula,0-100%,"Human expert rubric creation, LLM tagged rubric criteria with skill label",gpt-5-2025-08-07; gemini-2.5-pro-preview-06-05; o3-pro-2025-06-10; o3-2025-04-16-medium; o3-2025-04-16-high; claude-3-7-sonnet-thinking; claude-opus-4-1-20250805-thinking; claude-4-opus-20250514-thinking; claude-opus-4-20250514; claude-opus-4-1-20250805_anthropic
"(Sharma et al., 2026) – ConvoLearn",Cognitive Engagement,"Cognitive Engagement refers to the depth of processing and quality of thinking strategies students employ during learning. In dialogic tutoring, cognitive engagement is the most direct behavioral counterpart to answer-giving: where an answer-giving tutor resolves cognitive challenge by providing solutions, a dialogically engaging tutor uses that challenge as the site of learning. Linguistically, it manifests as open-ended questioning, uptake of student ideas, and scaffolded elaboration rather than declarative explanation.",Scaffolding,"Offering targeted support that helps students tackle challenges, gradually reducing guidance as their confidence and ability grow. Scaffolding requires teachers to recognize where a student is in their learning and provide just enough help to move them forward. As students develop independence, the teacher steps back, allowing them to take greater ownership. It’s about balancing support with autonomy",Instructional Support,Tutor,"Conversational-level structured rubric (effectiveness, completeness, quality issues, safety issues)",Human teacher with simulated student dialogue,7th Grade Earth Science,"Effectiveness Likert 1–5 (Very Poorly, Poorly, Adequately, Well, Very Well); Completeness 1–3 (No, Somewhat, Yes); Quality Issues MC; Safety Checks Boolean (Yes, No)","LLM dual evaluation, Human teacher evaluation for validation","Claude Haiku, GPT-4o, adjudicated by Sonnet 4.5"
"(Sharma et al., 2026) – ConvoLearn",Cognitive Engagement,"Cognitive Engagement refers to the depth of processing and quality of thinking strategies students employ during learning. In dialogic tutoring, cognitive engagement is the most direct behavioral counterpart to answer-giving: where an answer-giving tutor resolves cognitive challenge by providing solutions, a dialogically engaging tutor uses that challenge as the site of learning. Linguistically, it manifests as open-ended questioning, uptake of student ideas, and scaffolded elaboration rather than declarative explanation.",Critical thinking,"Helping students analyze evidence, question assumptions, and draw logical conclusions to build deeper understanding. This dimension is about guiding students to go beyond surface-level answers. Teachers can encourage learners to weigh different pieces of information, identify inconsistencies or gaps in reasoning, and construct explanations based on sound logic and evidence. It’s about cultivating a habit of intellectual curiosity and disciplined reasoning.",Metacognition,Tutor,"Conversational-level structured rubric (effectiveness, completeness, quality issues, safety issues)",Human teacher with simulated student dialogue,7th Grade Earth Science,"Effectiveness Likert 1–5 (Very Poorly, Poorly, Adequately, Well, Very Well); Completeness 1–3 (No, Somewhat, Yes); Quality Issues MC; Safety Checks Boolean (Yes, No)","LLM dual evaluation, Human teacher evaluation for validation","Claude Haiku, GPT-4o, adjudicated by Sonnet 4.5"
"(Sharma et al., 2026) – ConvoLearn",Cognitive Engagement,"Cognitive Engagement refers to the depth of processing and quality of thinking strategies students employ during learning. In dialogic tutoring, cognitive engagement is the most direct behavioral counterpart to answer-giving: where an answer-giving tutor resolves cognitive challenge by providing solutions, a dialogically engaging tutor uses that challenge as the site of learning. Linguistically, it manifests as open-ended questioning, uptake of student ideas, and scaffolded elaboration rather than declarative explanation.",Generative questioning,"Posing open-ended, thought-provoking questions that guide students to connect, explore, and extend their ideas. In this dimension, the teacher uses questions not just to test knowledge, but to inspire deeper inquiry. By framing questions that don’t have one right answer, teachers create space for students to speculate, wonder, and generate new perspectives. It’s about activating the learner’s natural curiosity and helping them construct meaning",Metacognition,Tutor,"Conversational-level structured rubric (effectiveness, completeness, quality issues, safety issues)",Human teacher with simulated student dialogue,7th Grade Earth Science,"Effectiveness Likert 1–5 (Very Poorly, Poorly, Adequately, Well, Very Well); Completeness 1–3 (No, Somewhat, Yes); Quality Issues MC; Safety Checks Boolean (Yes, No)","LLM dual evaluation, Human teacher evaluation for validation","Claude Haiku, GPT-4o, adjudicated by Sonnet 4.5"
"(Sharma et al., 2026) – ConvoLearn",Cognitive Engagement,"Cognitive Engagement refers to the depth of processing and quality of thinking strategies students employ during learning. In dialogic tutoring, cognitive engagement is the most direct behavioral counterpart to answer-giving: where an answer-giving tutor resolves cognitive challenge by providing solutions, a dialogically engaging tutor uses that challenge as the site of learning. Linguistically, it manifests as open-ended questioning, uptake of student ideas, and scaffolded elaboration rather than declarative explanation.",Problem-based learning,"Presenting real-world problems that prompt students to explore, inquire, and construct understanding through active problem solving. This dimension emphasizes learning by doing. Teachers act as facilitators who pose meaningful challenges and support students as they navigate complexity, test ideas, and apply concepts to new situations. It’s about making learning relevant and transferable.",Instructional Support,Tutor,"Conversational-level structured rubric (effectiveness, completeness, quality issues, safety issues)",Human teacher with simulated student dialogue,7th Grade Earth Science,"Effectiveness Likert 1–5 (Very Poorly, Poorly, Adequately, Well, Very Well); Completeness 1–3 (No, Somewhat, Yes); Quality Issues MC; Safety Checks Boolean (Yes, No)","LLM dual evaluation, Human teacher evaluation for validation","Claude Haiku, GPT-4o, adjudicated by Sonnet 4.5"
"(Sharma et al., 2026) – ConvoLearn",Power Dynamics,"Power Dynamics captures how agency and participation are distributed in learning interactions. In dialogic tutoring, equitable power dynamics are essential: tutors who dominate the conversational floor or position themselves as sole arbiters of knowledge undermine the collaborative construction of understanding. Linguistically, it manifests in turn-taking patterns, the degree to which student ideas are taken up and built upon, and whether students are positioned as active contributors.",Ownership of ideas,"Empowering students to take intellectual ownership by generating, developing, and refining their own ideas. Instead of just absorbing information, students are encouraged to shape their understanding through personal engagement. Teachers can foster this by validating student contributions, encouraging revision and elaboration, and making space for student-led inquiry",Engagement and Motivation,Tutor,"Conversational-level structured rubric (effectiveness, completeness, quality issues, safety issues)",Human teacher with simulated student dialogue,7th Grade Earth Science,"Effectiveness Likert 1–5 (Very Poorly, Poorly, Adequately, Well, Very Well); Completeness 1–3 (No, Somewhat, Yes); Quality Issues MC; Safety Checks Boolean (Yes, No)","LLM dual evaluation, Human teacher evaluation for validation","Claude Haiku, GPT-4o, adjudicated by Sonnet 4.5"
"(Sharma et al., 2026) – ConvoLearn",Power Dynamics,"Power Dynamics captures how agency and participation are distributed in learning interactions. In dialogic tutoring, equitable power dynamics are essential: tutors who dominate the conversational floor or position themselves as sole arbiters of knowledge undermine the collaborative construction of understanding. Linguistically, it manifests in turn-taking patterns, the degree to which student ideas are taken up and built upon, and whether students are positioned as active contributors.",Partisanship,"Encouraging students to take positions on issues while remaining open to and respectful of differing perspectives. This dimension supports students in developing informed opinions and expressing them confidently. Teachers help students navigate the tension between advocacy and openness, fostering civic reasoning and dialogue.",Instructional Support,Tutor,"Conversational-level structured rubric (effectiveness, completeness, quality issues, safety issues)",Human teacher with simulated student dialogue,7th Grade Earth Science,"Effectiveness Likert 1–5 (Very Poorly, Poorly, Adequately, Well, Very Well); Completeness 1–3 (No, Somewhat, Yes); Quality Issues MC; Safety Checks Boolean (Yes, No)","LLM dual evaluation, Human teacher evaluation for validation","Claude Haiku, GPT-4o, adjudicated by Sonnet 4.5"
"(Sharma et al., 2026) – ConvoLearn",Power Dynamics,"Power Dynamics captures how agency and participation are distributed in learning interactions. In dialogic tutoring, equitable power dynamics are essential: tutors who dominate the conversational floor or position themselves as sole arbiters of knowledge undermine the collaborative construction of understanding. Linguistically, it manifests in turn-taking patterns, the degree to which student ideas are taken up and built upon, and whether students are positioned as active contributors.",Persuasive discourse,"Helping students articulate and defend their ideas using evidence, while engaging respectfully with alternative viewpoints. This dimension emphasizes respectful, evidence-based argumentation. Teachers encourage students to back up their opinions with data or reasoning, respond to counterpoints thoughtfully, and build collaborative conversations that value diverse perspectives.",Instructional Support,Tutor,"Conversational-level structured rubric (effectiveness, completeness, quality issues, safety issues)",Human teacher with simulated student dialogue,7th Grade Earth Science,"Effectiveness Likert 1–5 (Very Poorly, Poorly, Adequately, Well, Very Well); Completeness 1–3 (No, Somewhat, Yes); Quality Issues MC; Safety Checks Boolean (Yes, No)","LLM dual evaluation, Human teacher evaluation for validation","Claude Haiku, GPT-4o, adjudicated by Sonnet 4.5"
"(Sharma et al., 2026) – ConvoLearn",Cultural Responsiveness,"Cultural Responsiveness recognizes that effective instruction must engage learners’ diverse cultural backgrounds and build on their prior knowledge and experiences. In dialogic tutoring, it requires tutors to connect concepts to culturally relevant contexts and affirm diverse ways of knowing rather than assuming a single canonical frame. Linguistically, it manifests as analogies drawn from students’ cultural contexts and invitations to connect content to their experience.",Cultural analogies,"Using culturally familiar examples to make complex or abstract ideas more accessible and meaningful to students. Teachers draw on metaphors, traditions, or real-life scenarios from students’ communities to bridge gaps in understanding. This dimension highlights the value of contextualizing science in ways that resonate with diverse learners.",Affect and Relational Support,Tutor,"Conversational-level structured rubric (effectiveness, completeness, quality issues, safety issues)",Human teacher with simulated student dialogue,7th Grade Earth Science,"Effectiveness Likert 1–5 (Very Poorly, Poorly, Adequately, Well, Very Well); Completeness 1–3 (No, Somewhat, Yes); Quality Issues MC; Safety Checks Boolean (Yes, No)","LLM dual evaluation, Human teacher evaluation for validation","Claude Haiku, GPT-4o, adjudicated by Sonnet 4.5"
"(Sharma et al., 2026) – ConvoLearn",Cultural Responsiveness,"Cultural Responsiveness recognizes that effective instruction must engage learners’ diverse cultural backgrounds and build on their prior knowledge and experiences. In dialogic tutoring, it requires tutors to connect concepts to culturally relevant contexts and affirm diverse ways of knowing rather than assuming a single canonical frame. Linguistically, it manifests as analogies drawn from students’ cultural contexts and invitations to connect content to their experience.",Cultural identity exploration,"Helping students reflect on how cultural backgrounds shape perspectives and interpretations of knowledge. Teachers can create opportunities for students to share personal stories, draw connections between their lived experiences and scientific ideas, and examine how culture influences thinking. This fosters inclusivity and relevance in the learning environment.",Metacognition,Tutor,"Conversational-level structured rubric (effectiveness, completeness, quality issues, safety issues)",Human teacher with simulated student dialogue,7th Grade Earth Science,"Effectiveness Likert 1–5 (Very Poorly, Poorly, Adequately, Well, Very Well); Completeness 1–3 (No, Somewhat, Yes); Quality Issues MC; Safety Checks Boolean (Yes, No)","LLM dual evaluation, Human teacher evaluation for validation","Claude Haiku, GPT-4o, adjudicated by Sonnet 4.5"
"(Sharma et al., 2026) – ConvoLearn",Metacognition,"Metacognition refers to awareness and regulation of one’s own cognitive processes. In dialogic tutoring, it involves prompting reflection and modeling through thinking aloud, making expert reasoning visible and encouraging students to adopt similar habits. Linguistically, it appears as prompts asking students to explain their reasoning, identify difficulties, or compare current understanding with prior beliefs.",Reflective growth,"Helping students review past learning, recognize progress, and set new goals for continued improvement. Teachers can guide students in identifying milestones, celebrating achievements, and planning next steps. This fosters a growth mindset and long-term engagement.",Metacognition,Tutor,"Conversational-level structured rubric (effectiveness, completeness, quality issues, safety issues)",Human teacher with simulated student dialogue,7th Grade Earth Science,"Effectiveness Likert 1–5 (Very Poorly, Poorly, Adequately, Well, Very Well); Completeness 1–3 (No, Somewhat, Yes); Quality Issues MC; Safety Checks Boolean (Yes, No)","LLM dual evaluation, Human teacher evaluation for validation","Claude Haiku, GPT-4o, adjudicated by Sonnet 4.5"
"(Sharma et al., 2026) – ConvoLearn",Metacognition,"Metacognition refers to awareness and regulation of one’s own cognitive processes. In dialogic tutoring, it involves prompting reflection and modeling through thinking aloud, making expert reasoning visible and encouraging students to adopt similar habits. Linguistically, it appears as prompts asking students to explain their reasoning, identify difficulties, or compare current understanding with prior beliefs.",Strategic thinking,"Teaching students to plan, monitor, and adapt learning strategies based on the task and their progress. Teachers support students in identifying goals, choosing appropriate methods, and reflecting on effectiveness. It’s about helping learners become flexible, purposeful thinkers.",Metacognition,Tutor,"Conversational-level structured rubric (effectiveness, completeness, quality issues, safety issues)",Human teacher with simulated student dialogue,7th Grade Earth Science,"Effectiveness Likert 1–5 (Very Poorly, Poorly, Adequately, Well, Very Well); Completeness 1–3 (No, Somewhat, Yes); Quality Issues MC; Safety Checks Boolean (Yes, No)","LLM dual evaluation, Human teacher evaluation for validation","Claude Haiku, GPT-4o, adjudicated by Sonnet 4.5"
"(Sharma et al., 2026) – ConvoLearn",Metacognition,"Metacognition refers to awareness and regulation of one’s own cognitive processes. In dialogic tutoring, it involves prompting reflection and modeling through thinking aloud, making expert reasoning visible and encouraging students to adopt similar habits. Linguistically, it appears as prompts asking students to explain their reasoning, identify difficulties, or compare current understanding with prior beliefs.",Thinking aloud,"Modeling reasoning and articulating decision-making processes to make scientific thinking visible to students. Teachers verbalize their own thought processes—asking questions, making predictions, revising ideas—to show how experts think. This helps demystify complex thinking and invites students to adopt similar strategies.",Metacognition,Tutor,"Conversational-level structured rubric (effectiveness, completeness, quality issues, safety issues)",Human teacher with simulated student dialogue,7th Grade Earth Science,"Effectiveness Likert 1–5 (Very Poorly, Poorly, Adequately, Well, Very Well); Completeness 1–3 (No, Somewhat, Yes); Quality Issues MC; Safety Checks Boolean (Yes, No)","LLM dual evaluation, Human teacher evaluation for validation","Claude Haiku, GPT-4o, adjudicated by Sonnet 4.5"
"(Sharma et al., 2026) – ConvoLearn",Metacognition,"Metacognition refers to awareness and regulation of one’s own cognitive processes. In dialogic tutoring, it involves prompting reflection and modeling through thinking aloud, making expert reasoning visible and encouraging students to adopt similar habits. Linguistically, it appears as prompts asking students to explain their reasoning, identify difficulties, or compare current understanding with prior beliefs.",Error analysis,"Encouraging students to examine mistakes to uncover misunderstandings and refine future thinking. Instead of viewing errors as failures, students learn to see them as opportunities. Teachers can model how to diagnose a mistake, trace its cause, and revise understanding accordingly.",Metacognition,Tutor,"Conversational-level structured rubric (effectiveness, completeness, quality issues, safety issues)",Human teacher with simulated student dialogue,7th Grade Earth Science,"Effectiveness Likert 1–5 (Very Poorly, Poorly, Adequately, Well, Very Well); Completeness 1–3 (No, Somewhat, Yes); Quality Issues MC; Safety Checks Boolean (Yes, No)","LLM dual evaluation, Human teacher evaluation for validation","Claude Haiku, GPT-4o, adjudicated by Sonnet 4.5"
"(Sharma et al., 2026) – ConvoLearn",Metacognition,"Metacognition refers to awareness and regulation of one’s own cognitive processes. In dialogic tutoring, it involves prompting reflection and modeling through thinking aloud, making expert reasoning visible and encouraging students to adopt similar habits. Linguistically, it appears as prompts asking students to explain their reasoning, identify difficulties, or compare current understanding with prior beliefs.",Reflection,"Encouraging students to reflect on their thinking and learning processes to develop metacognitive awareness. Teachers can invite students to consider how they approached a task, what strategies they used, and what they might try differently next time. This builds learners’ ability to self-monitor and adjust their thinking, which is essential for lifelong learning.",Metacognition,Tutor,"Conversational-level structured rubric (effectiveness, completeness, quality issues, safety issues)",Human teacher with simulated student dialogue,7th Grade Earth Science,"Effectiveness Likert 1–5 (Very Poorly, Poorly, Adequately, Well, Very Well); Completeness 1–3 (No, Somewhat, Yes); Quality Issues MC; Safety Checks Boolean (Yes, No)","LLM dual evaluation, Human teacher evaluation for validation","Claude Haiku, GPT-4o, adjudicated by Sonnet 4.5"
"(Sharma et al., 2026) – ConvoLearn",Metacognition,"Metacognition refers to awareness and regulation of one’s own cognitive processes. In dialogic tutoring, it involves prompting reflection and modeling through thinking aloud, making expert reasoning visible and encouraging students to adopt similar habits. Linguistically, it appears as prompts asking students to explain their reasoning, identify difficulties, or compare current understanding with prior beliefs.",Self-reflection,"Prompting students to examine how their thoughts, emotions, and actions influence their learning. Teachers encourage introspection by asking students to assess their motivation, mindset, and habits. This helps learners become more intentional and resilient in their academic journey",Metacognition,Tutor,"Conversational-level structured rubric (effectiveness, completeness, quality issues, safety issues)",Human teacher with simulated student dialogue,7th Grade Earth Science,"Effectiveness Likert 1–5 (Very Poorly, Poorly, Adequately, Well, Very Well); Completeness 1–3 (No, Somewhat, Yes); Quality Issues MC; Safety Checks Boolean (Yes, No)","LLM dual evaluation, Human teacher evaluation for validation","Claude Haiku, GPT-4o, adjudicated by Sonnet 4.5"
"(Sharma et al., 2026) – ConvoLearn",Accountability,"Accountability reflects expectations that discourse aligns with norms of evidence and reasoning. In dialogic tutoring, accountability moves the conversation beyond mere exchange of opinions toward epistemic responsibility: students are expected to justify claims, evaluate evidence, and engage with counterarguments. Linguistically, it manifests as tutor prompts that require students to cite evidence, explain their reasoning, or defend a position.",Evidence-based reasoning,"Supporting students in forming claims grounded in data and logical reasoning rather than opinion. This dimension encourages students to draw conclusions from evidence, use scientific principles to support their views, and evaluate the reliability of sources. Teachers can model this by asking students to explain how they know what they know.",Instructional Support,Tutor,"Conversational-level structured rubric (effectiveness, completeness, quality issues, safety issues)",Human teacher with simulated student dialogue,7th Grade Earth Science,"Effectiveness Likert 1–5 (Very Poorly, Poorly, Adequately, Well, Very Well); Completeness 1–3 (No, Somewhat, Yes); Quality Issues MC; Safety Checks Boolean (Yes, No)","LLM dual evaluation, Human teacher evaluation for validation","Claude Haiku, GPT-4o, adjudicated by Sonnet 4.5"
